threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall,model,smooth_accuracy,smooth_overall_f1,smooth_ham_accuracy,smooth_ham_f1,smooth_spam_accuracy,smooth_spam_f1
0.0,5586812928.0,66955010,0.0,0.0,0.994,0.9939997839922236,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901184,1.0,0.988,0.993963782696177,1.0,0.988,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.994,0.9939997839922236,1.0,0.9940357852882704,0.988,0.993963782696177
0.1,5427159436.134987,65041647,2.8576845855149635,2.8576845855149635,0.994,0.9939997839922236,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901184,1.0,0.988,0.993963782696177,1.0,0.988,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.994,0.9939997839922236,1.0,0.9940357852882704,0.988,0.993963782696177
0.2,5271010061.570701,63170279,5.652647949720269,5.652647949720279,0.994,0.9939997839922236,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901184,1.0,0.988,0.993963782696177,1.0,0.988,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.994,0.9939997839922236,1.0,0.9940357852882704,0.988,0.993963782696177
0.3,5121331309.326203,61376458,8.331791750908558,8.331791750908558,0.994,0.9939997839922236,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901184,1.0,0.988,0.993963782696177,1.0,0.988,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.994,0.9939997839922236,1.0,0.9940357852882704,0.988,0.993963782696177
0.4,4979393656.601656,59675410,10.872375345773232,10.872375345773245,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.993,0.992999656983192,1.0,0.99304865938431,0.986,0.9929506545820744
0.5,4845886495.399409,58075397,13.26205910506174,13.26205910506174,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.993,0.992999656983192,1.0,0.99304865938431,0.986,0.9929506545820744
0.6000000000000001,4720408723.400982,56571612,15.508022476585392,15.50802247658538,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.993,0.992999656983192,1.0,0.99304865938431,0.986,0.9929506545820744
0.7000000000000001,4602532286.748705,55158925,17.61792732164479,17.61792732164479,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
0.8,4491369536.91668,53826698,19.607661921042208,19.60766192104222,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
0.9,4386156819.147528,52565779,21.49089515482112,21.49089515482112,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.0,4286177873.3410087,51367584,23.28044757218317,23.28044757218317,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.1,4191267068.521009,50230128,24.9792838504542,24.9792838504542,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.2000000000000002,4100817869.893885,49146142,26.598260533453733,26.598260533453733,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.3,4014458546.477981,48111171,28.14403134283753,28.14403134283753,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.4,3931956463.935055,47122427,29.620760268723735,29.620760268723735,0.991,0.9909992709409462,0.9911591355599214,0.991,1.0,0.9910802775024776,0.9823182711198428,1.0,0.982,0.9909182643794148,1.0,0.982,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.991,0.9909992709409462,1.0,0.9910802775024776,0.982,0.9909182643794148
1.5,3852918363.428619,46175197,31.035486366143473,31.035486366143473,0.989,0.9889986688389296,0.9892367906066536,0.989,1.0,0.9891196834817012,0.9784735812133072,1.0,0.978,0.9888776541961576,1.0,0.978,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.989,0.9889986688389296,1.0,0.9891196834817012,0.978,0.9888776541961576
1.6,3777171521.472245,45267411,32.391301263340864,32.391301263340864,0.988,0.987998271751132,0.98828125,0.988,1.0,0.9881422924901184,0.9765625,1.0,0.976,0.9878542510121456,1.0,0.976,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.988,0.987998271751132,1.0,0.9881422924901184,0.976,0.9878542510121456
1.7000000000000002,3704323597.083722,44394367,33.69522758640466,33.69522758640466,0.987,0.9869978026286444,0.9873294346978556,0.987,1.0,0.987166831194472,0.9746588693957114,1.0,0.974,0.9868287740628168,1.0,0.974,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.987,0.9869978026286444,1.0,0.987166831194472,0.974,0.9868287740628168
1.8,3634300160.625419,43555173,34.94859757320624,34.94859757320624,0.986,0.9859972554620706,0.9863813229571984,0.986,1.0,0.9861932938856016,0.9727626459143968,1.0,0.972,0.9858012170385396,1.0,0.972,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.986,0.9859972554620706,1.0,0.9861932938856016,0.972,0.9858012170385396
1.9,3566735989.5369062,42745452,36.157948449264666,36.157948449264666,0.985,0.984996624240454,0.9854368932038836,0.985,1.0,0.9852216748768472,0.970873786407767,1.0,0.97,0.9847715736040608,1.0,0.97,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.985,0.984996624240454,1.0,0.9852216748768472,0.97,0.9847715736040608
2.0,3501457776.242672,41963127,37.32638229760551,37.32638229760551,0.983,0.9829950855797324,0.983558994197292,0.983,1.0,0.983284169124877,0.9671179883945842,1.0,0.966,0.982706002034588,1.0,0.966,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.9865999999999999,0.9865972364452176,0.9987999999999999,0.9867822798698003,0.9743999999999999,0.9864121930206352
2.1,3438214696.2015567,41205192,38.4583887001137,38.4583887001137,0.984,0.9839959029511556,0.9844961240310076,0.984,1.0,0.984251968503937,0.9689922480620154,1.0,0.968,0.983739837398374,1.0,0.968,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.9864,0.9863972194439784,0.9986499999999999,0.9865841630153713,0.9741500000000001,0.9862102758725856
2.2,3376878750.462749,40470113,39.556258747478346,39.556258747478346,0.982,0.9819941661098196,0.9826254826254828,0.982,1.0,0.9823182711198428,0.9652509652509652,1.0,0.964,0.9816700610997964,1.0,0.964,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.9862249999999999,0.9862222219191465,0.9984,0.9864092404669131,0.9740500000000001,0.9860352033713797
2.3000000000000003,3317095897.599723,39753647,40.62632953082973,40.62632953082973,0.982,0.9819941661098196,0.9826254826254828,0.982,1.0,0.9823182711198428,0.9652509652509652,1.0,0.964,0.9816700610997964,1.0,0.964,WonderfulAnalytics_distilbert-base-uncased-finetuned-spam,0.986025,0.986022227319341,0.9980499999999999,0.9862083458347065,0.974,0.9858361088039753
