threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,overall_accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall
0.0,5586812928.0,66955010,0.0,0.0,0.994,0.9939997839922237,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901185,1.0,0.988,0.993963782696177,1.0,0.988
0.1,5427159436.134987,65041647,2.8576845855149635,2.8576845855149635,0.994,0.9939997839922237,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901185,1.0,0.988,0.993963782696177,1.0,0.988
0.2,5271010061.570701,63170279,5.652647949720269,5.652647949720279,0.994,0.9939997839922237,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901185,1.0,0.988,0.993963782696177,1.0,0.988
0.30000000000000004,5121331309.326203,61376458,8.331791750908558,8.331791750908558,0.994,0.9939997839922237,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901185,1.0,0.988,0.993963782696177,1.0,0.988
0.4,4979393656.601656,59675410,10.872375345773232,10.872375345773245,0.993,0.9929996569831921,0.9930966469428009,0.993,1.0,0.9930486593843099,0.9861932938856016,1.0,0.986,0.9929506545820745,1.0,0.986
0.5,4845886495.399409,58075397,13.262059105061741,13.262059105061741,0.993,0.9929996569831921,0.9930966469428009,0.993,1.0,0.9930486593843099,0.9861932938856016,1.0,0.986,0.9929506545820745,1.0,0.986
0.6000000000000001,4720408723.400982,56571612,15.508022476585392,15.508022476585381,0.993,0.9929996569831921,0.9930966469428009,0.993,1.0,0.9930486593843099,0.9861932938856016,1.0,0.986,0.9929506545820745,1.0,0.986
0.7000000000000001,4602532286.748705,55158925,17.61792732164479,17.61792732164479,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
0.8,4491369536.91668,53826698,19.607661921042208,19.60766192104222,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
0.9,4386156819.147528,52565779,21.49089515482112,21.49089515482112,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
1.0,4286177873.3410087,51367584,23.28044757218317,23.28044757218317,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
1.1,4191267068.5210085,50230128,24.979283850454202,24.979283850454202,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
1.2000000000000002,4100817869.893885,49146142,26.598260533453733,26.598260533453733,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
1.3,4014458546.477981,48111171,28.14403134283753,28.14403134283753,0.992,0.9919994879672299,0.9921259842519685,0.992,1.0,0.9920634920634921,0.984251968503937,1.0,0.984,0.9919354838709677,1.0,0.984
1.4000000000000001,3931956463.935055,47122427,29.620760268723735,29.620760268723735,0.991,0.9909992709409462,0.9911591355599214,0.991,1.0,0.9910802775024777,0.9823182711198428,1.0,0.982,0.9909182643794148,1.0,0.982
1.5,3852918363.428619,46175197,31.035486366143473,31.035486366143473,0.989,0.9889986688389295,0.9892367906066536,0.989,1.0,0.9891196834817013,0.9784735812133072,1.0,0.978,0.9888776541961577,1.0,0.978
1.6,3777171521.472245,45267411,32.391301263340864,32.391301263340864,0.988,0.9879982717511321,0.98828125,0.988,1.0,0.9881422924901185,0.9765625,1.0,0.976,0.9878542510121457,1.0,0.976
1.7000000000000002,3704323597.083722,44394367,33.69522758640466,33.69522758640466,0.987,0.9869978026286443,0.9873294346978557,0.987,1.0,0.9871668311944719,0.9746588693957114,1.0,0.974,0.9868287740628167,1.0,0.974
1.8,3634300160.6254196,43555173,34.94859757320624,34.94859757320624,0.986,0.9859972554620706,0.9863813229571985,0.986,1.0,0.9861932938856016,0.9727626459143969,1.0,0.972,0.9858012170385395,1.0,0.972
1.9000000000000001,3566735989.5369062,42745452,36.157948449264666,36.157948449264666,0.985,0.9849966242404541,0.9854368932038835,0.985,1.0,0.9852216748768473,0.970873786407767,1.0,0.97,0.9847715736040609,1.0,0.97
2.0,3501457776.242672,41963127,37.32638229760551,37.32638229760551,0.983,0.9829950855797325,0.9835589941972921,0.983,1.0,0.983284169124877,0.9671179883945842,1.0,0.966,0.982706002034588,1.0,0.966
2.1,3438214696.2015567,41205192,38.4583887001137,38.4583887001137,0.984,0.9839959029511556,0.9844961240310077,0.984,1.0,0.984251968503937,0.9689922480620154,1.0,0.968,0.983739837398374,1.0,0.968
2.2,3376878750.462749,40470113,39.556258747478346,39.556258747478346,0.982,0.9819941661098196,0.9826254826254827,0.982,1.0,0.9823182711198428,0.9652509652509652,1.0,0.964,0.9816700610997964,1.0,0.964
2.3000000000000003,3317095897.599723,39753647,40.62632953082973,40.62632953082973,0.982,0.9819941661098196,0.9826254826254827,0.982,1.0,0.9823182711198428,0.9652509652509652,1.0,0.964,0.9816700610997964,1.0,0.964
2.4000000000000004,3258885829.7587566,39056030,41.668248574677236,41.668248574677236,0.982,0.9819941661098196,0.9826254826254827,0.982,1.0,0.9823182711198428,0.9652509652509652,1.0,0.964,0.9816700610997964,1.0,0.964
