threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall,model,smooth_accuracy,smooth_overall_f1,smooth_ham_accuracy,smooth_ham_f1,smooth_spam_accuracy,smooth_spam_f1
0.0,58720256.0,4386178,0.0,0.0,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.1,58193361.48833358,4346821,0.8972960057708534,0.8972960057708534,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.2,57671795.228709824,4307862,1.7855180523909442,1.7855180523909442,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.3,57143173.72077832,4268376,2.6857551152734804,2.6857551152734804,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.4,56619304.79946779,4229245,3.577898571375804,3.577898571375804,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.5,56095395.71545341,4190111,4.470110424155149,4.470110424155149,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.6000000000000001,55573575.09203867,4151133,5.358765649729669,5.358765649729669,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.7000000000000001,55052664.823244296,4112223,6.245870550625165,6.245870550625165,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.8,54525234.80886001,4072826,7.144078512089569,7.144078512089569,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
0.9,54002704.64434412,4033795,8.033942078958034,8.033942078958034,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.0,53481084.834448576,3994832,8.922255321147476,8.922255321147487,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.1,52962651.26572428,3956107,9.805142426960334,9.805142426960334,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.2000000000000002,52442249.72451187,3917235,10.691380969946952,10.691380969946952,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.3,51926895.29641524,3878740,11.569024330521929,11.569024330521929,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.4,51413093.8262004,3840361,12.444023019585616,12.444023019585616,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.5,50893549.089336544,3801553,13.328802433462572,13.328802433462585,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.6,50381046.213212505,3763271,14.201589629969414,14.201589629969414,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.7000000000000002,49867057.31704641,3724878,15.076907503525849,15.076907503525849,0.99,0.98999899989999,0.9901960784313726,0.99,1.0,0.99009900990099,0.9803921568627452,1.0,0.98,0.98989898989899,1.0,0.98,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99,0.98999899989999,1.0,0.99009900990099,0.98,0.98989898989899
1.8,49352988.09547264,3686479,15.952362170436308,15.952362170436308,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
1.9,48844206.963237695,3648475,16.818811274873024,16.818811274873024,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.992,0.99199948796723,1.0,0.992063492063492,0.984,0.9919354838709676
2.0,48338839.66082908,3610726,17.679446661763386,17.679446661763386,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9911749999999999,0.9911742775624799,1.0,0.9912535092419962,0.98235,0.9910950458829634
2.1,47832749.42975137,3572923,18.541313188840036,18.541313188840036,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.991225,0.9912242897641608,1.0,0.9913026212960588,0.98245,0.9911459582322628
2.2,47332522.95343417,3535558,19.39319380107237,19.39319380107237,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9912750000000001,0.9912743019658418,1.0,0.9913517333501213,0.98255,0.9911968705815621
2.3000000000000003,46828855.87215476,3497936,20.25093372863572,20.25093372863572,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.991325,0.9913243141675228,1.0,0.9914008454041838,0.9826500000000001,0.9912477829308616
2.4000000000000004,46327919.8547364,3460518,21.104022682162004,21.104022682162004,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.991375,0.9913743263692038,1.0,0.9914499574582465,0.9827499999999999,0.991298695280161
2.5,45830210.24119313,3423341,21.951617102634692,21.95161710263468,0.991,0.9909992709409462,0.9911591355599214,0.991,1.0,0.9910802775024776,0.9823182711198428,1.0,0.982,0.9909182643794148,1.0,0.982,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99125,0.9912492669777155,1.0,0.9913280240826428,0.9824999999999999,0.9911705098727879
2.6,45328511.13240183,3385866,22.80600559302427,22.80600559302427,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9911000000000001,0.9910991895539946,1.0,0.9911818480477166,0.9822,0.9910165310602725
2.7,44827227.038216874,3348422,23.659687317751356,23.659687317751356,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.99085,0.9908490144764629,1.0,0.9909391767217602,0.9817,0.990758852231165
2.8000000000000003,44332877.70422815,3311496,24.50155921624704,24.50155921624704,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9905999999999999,0.9905988393989309,1.0,0.9906965053958043,0.9812,0.9905011734020578
2.9000000000000004,43841406.697347894,3274785,25.33852935288991,25.33852935288993,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9904250000000001,0.9904237415409245,1.0,0.9905261343764014,0.98085,0.9903213487054476
3.0,43352265.12729032,3238248,26.17153248226588,26.17153248226588,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9903000000000001,0.9902986821494363,1.0,0.9904042010007977,0.9806000000000001,0.9901931632980745
3.1,42868317.93359594,3202099,26.995689641414465,26.995689641414465,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9900249999999999,0.9900234755247889,1.0,0.9901375239902956,0.98005,0.9899094270592819
3.2,42388199.58433425,3166236,27.813326317354193,27.813326317354193,0.991,0.9909992709409462,0.9911591355599214,0.991,1.0,0.9910802775024776,0.9823182711198428,1.0,0.982,0.9909182643794148,1.0,0.982,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9896499999999999,0.989648109657996,1.0,0.9897752926452099,0.9793000000000001,0.9895209266707814
3.3000000000000003,41908255.27345584,3130386,28.630666607693534,28.630666607693534,0.994,0.9939997839922236,0.9940711462450592,0.994,1.0,0.9940357852882704,0.9881422924901184,1.0,0.988,0.993963782696177,1.0,0.988,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9892750000000001,0.9892727437912028,1.0,0.9894130613001242,0.9785499999999999,0.9891324262822812
3.4000000000000004,41430627.01183216,3094709,29.44406268965829,29.444062689658303,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.988925,0.9889224229945226,1.0,0.9890746485525994,0.9778499999999999,0.9887701974364458
3.5,40957550.523310274,3059372,30.249707148227913,30.249707148227913,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9885249999999999,0.9885220082997875,1.0,0.9886886450399676,0.9770499999999999,0.9883553715596076
3.6,40487553.175416045,3024265,31.05010786155965,31.05010786155965,0.993,0.992999656983192,0.9930966469428008,0.993,1.0,0.99304865938431,0.9861932938856016,1.0,0.986,0.9929506545820744,1.0,0.986,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.988175,0.9881716875031076,1.0,0.9883502322924427,0.97635,0.9879931427137721
3.7,40017970.84212816,2989189,31.849801809228907,31.849801809228907,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9878,0.9877963216363146,1.0,0.9879880009473571,0.9756,0.9876046423252717
3.8,39553248.19600481,2954476,32.64121975897923,32.64121975897923,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9873,0.9872956710307674,1.0,0.9875073703600264,0.9745999999999999,0.9870839717015084
3.9,39086182.725490846,2919588,33.43662751488882,33.43662751488882,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.986825,0.9868201913976022,1.0,0.9870485289201725,0.9736499999999999,0.9865918538750321
4.0,38627926.27468562,2885358,34.21703359963959,34.21703359963958,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9863500000000001,0.9863447117644373,1.0,0.9865896874803182,0.9727,0.986099736048556
4.1000000000000005,38173538.83101689,2851417,34.99085080450451,34.99085080450451,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9859,0.9858942848680211,1.0,0.9861545719136237,0.9718,0.9856339978224185
4.2,37717357.45324335,2817342,35.7677230609428,35.7677230609428,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9854750000000001,0.9854689668688472,0.9999499999999999,0.9857420364204431,0.9709999999999999,0.9851958973172511
4.3,37263532.28742837,2783443,36.5405827123295,36.5405827123295,0.992,0.99199948796723,0.9921259842519684,0.992,1.0,0.992063492063492,0.984251968503937,1.0,0.984,0.9919354838709676,1.0,0.984,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.98505,0.9850436488696731,0.9999,0.9853295009272625,0.9701999999999998,0.984757796812084
4.4,36816775.75748909,2750072,37.301404548561415,37.301404548561415,0.985,0.984996624240454,0.9854368932038836,0.985,1.0,0.9852216748768472,0.970873786407767,1.0,0.97,0.9847715736040608,1.0,0.97,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9845750000000001,0.9845681692365081,0.9999,0.9848706594874083,0.9692500000000001,0.9842656789856077
4.5,36373245.631424904,2716942,38.05673185173971,38.05673185173971,0.984,0.9839959029511556,0.9844961240310076,0.984,1.0,0.984251968503937,0.9689922480620154,1.0,0.968,0.983739837398374,1.0,0.968,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9840499999999999,0.984042571799117,0.9999,0.9843645046445187,0.9682000000000001,0.9837206389537151
4.6000000000000005,35930291.170782395,2683855,38.81107880254746,38.81107880254746,0.98,0.9799919967987196,0.9807692307692308,0.98,1.0,0.9803921568627452,0.9615384615384616,1.0,0.96,0.979591836734694,1.0,0.96,AntiSpamInstitute_spam-detector-bert-MoE-v2.2,0.9835749999999999,0.9835670407949966,0.9999,0.9839065638548167,0.9672499999999999,0.9832275177351765
