threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,overall_accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall,model_id
5.1000000000000005,2001714846.471237,23989498,64.17071947522253,64.17071947522254,0.74,0.7214592109153707,0.8270895571207396,0.74,0.482,0.6495956873315364,0.9958677685950412,0.482,0.998,0.7933227344992051,0.658311345646438,0.998,2
5.2,1963541787.7926831,23532014,64.85399023693657,64.85399023693657,0.737,0.7177745179363415,0.8257660312625427,0.737,0.476,0.6441136671177267,0.99581589958159,0.476,0.998,0.7914353687549563,0.6557161629434954,0.998,2
5.300000000000001,1925957908.117831,23081591,65.52671511103823,65.52671511103823,0.7,0.6707623826267894,0.8101813940792575,0.7,0.402,0.5726495726495726,0.995049504950495,0.402,0.998,0.7688751926040062,0.62531328320802,0.998,2
5.4,1888934837.405431,22637889,66.18940190120802,66.18940190120802,0.662,0.6184050686645081,0.7983293556085919,0.662,0.324,0.4894259818731117,1.0,0.324,1.0,0.7473841554559043,0.5966587112171837,1.0,2
5.5,1852470322.7404428,22200881,66.84209093303237,66.84209093303237,0.656,0.60982868757259,0.7962085308056871,0.656,0.312,0.4756097560975609,1.0,0.312,1.0,0.7440476190476191,0.5924170616113744,1.0,2
5.6000000000000005,1816578716.0260863,21770739,67.48452531759051,67.48452531759051,0.65,0.6017731335675666,0.7909322244289969,0.65,0.302,0.4631901840490797,0.993421052631579,0.302,0.998,0.7403560830860534,0.5884433962264151,0.998,2
5.7,1781359145.5241382,21348651,68.11493072908108,68.11493072908108,0.645,0.5944669296348717,0.7890957086234259,0.645,0.292,0.4513137557959814,0.9931972789115646,0.292,0.998,0.7376201034737621,0.5849941383352872,0.998,2
5.800000000000001,1746495452.1572678,20930828,68.73896619146149,68.73896619146149,0.628,0.5682531429314218,0.7866972477064221,0.628,0.256,0.4076433121019108,1.0,0.256,1.0,0.7288629737609329,0.573394495412844,1.0,2
5.9,1712249140.952752,20520404,69.35195094962947,69.35195094962947,0.631,0.5728370680184618,0.7876869965477561,0.631,0.262,0.4152139461172742,1.0,0.262,1.0,0.7304601899196493,0.5753739930955121,1.0,2
6.0,1678625218.3884585,20117439,69.95379539117081,69.95379539117081,0.618,0.5527330120504498,0.7834467120181406,0.618,0.236,0.3818770226537217,1.0,0.236,1.0,0.723589001447178,0.5668934240362812,1.0,2
6.1000000000000005,1645569531.06212,19721284,70.54546882369921,70.54546882369921,0.63,0.5713127099988413,0.7873563218390804,0.63,0.26,0.4126984126984127,1.0,0.26,1.0,0.7299270072992701,0.5747126436781609,1.0,2
6.2,1613070981.2811313,19331806,71.12716988806618,71.12716988806618,0.602,0.5270890070770298,0.7783964365256124,0.602,0.204,0.3388704318936877,1.0,0.204,1.0,0.7153075822603719,0.5567928730512249,1.0,2
6.300000000000001,1581209756.1326694,18949966,71.69746329210412,71.69746329210412,0.581,0.491775619542501,0.7720348204570184,0.581,0.162,0.2788296041308089,1.0,0.162,1.0,0.704721634954193,0.544069640914037,1.0,2
6.4,1549858357.31371,18574236,72.2586311652949,72.2586311652949,0.586,0.5003644684312409,0.7735229759299781,0.586,0.172,0.2935153583617747,1.0,0.172,1.0,0.7072135785007072,0.5470459518599562,1.0,2
6.5,1519045822.395883,18204964,72.81015375563611,72.81015375563612,0.581,0.491775619542501,0.7720348204570184,0.581,0.162,0.2788296041308089,1.0,0.162,1.0,0.704721634954193,0.544069640914037,1.0,2
6.6000000000000005,1488950215.108676,17844284,73.34884384826235,73.34884384826235,0.584,0.4969429610711245,0.7729257641921397,0.584,0.168,0.2876712328767123,1.0,0.168,1.0,0.7062146892655368,0.5458515283842795,1.0,2
6.7,1459314870.020083,17489120,73.87929557294213,73.87929557294213,0.591,0.5088379153111674,0.7750275027502751,0.591,0.182,0.3079526226734349,1.0,0.182,1.0,0.7097232079489,0.5500550055005501,1.0,2
6.800000000000001,1430262362.3965592,17140941,74.39931491906752,74.39931491906752,0.555,0.4451198603447737,0.7645502645502645,0.555,0.11,0.1981981981981982,1.0,0.11,1.0,0.6920415224913494,0.5291005291005291,1.0,2
6.9,1401788102.966726,16799692,74.90898403135155,74.90898403135155,0.569,0.4706713876392558,0.7685284640171858,0.569,0.138,0.242530755711775,1.0,0.138,1.0,0.6988120195667366,0.5370569280343717,1.0,2
7.0,1373851873.0250485,16464891,75.40902279618841,75.40902279618841,0.567,0.4670841379378248,0.7679528403001072,0.567,0.134,0.2363315696649029,1.0,0.134,1.0,0.6978367062107467,0.5359056806002144,1.0,2
7.1000000000000005,1346491388.0381277,16136990,75.898756133391,75.898756133391,0.553,0.4413833697204792,0.7639915522703273,0.553,0.106,0.1916817359855334,1.0,0.106,1.0,0.691085003455425,0.5279831045406547,1.0,2
7.2,1319672687.397763,15815582,76.37879191383576,76.37879191383576,0.542,0.4204263030284624,0.7609603340292276,0.542,0.084,0.1549815498154981,1.0,0.084,1.0,0.6858710562414266,0.5219206680584552,1.0,2
7.300000000000001,1293314415.8386085,15499692,76.85058633925357,76.85058633925357,0.552,0.4395067659540396,0.7637130801687763,0.552,0.104,0.1884057971014492,1.0,0.104,1.0,0.6906077348066298,0.5274261603375527,1.0,2
7.4,1267539482.3923094,15190793,77.3119394248756,77.3119394248756,0.526,0.3886426835748668,0.7566735112936345,0.526,0.052,0.0988593155893536,1.0,0.052,1.0,0.6784260515603799,0.5133470225872689,1.0,2
7.5,1242174996.689844,14886813,77.76594578607255,77.76594578607255,0.526,0.3886426835748668,0.7566735112936345,0.526,0.052,0.0988593155893536,1.0,0.052,1.0,0.6784260515603799,0.5133470225872689,1.0,2
7.6,1217404362.703756,14589950,78.20932262140387,78.20932262140387,0.521,0.3783733627146007,0.7553626149131767,0.521,0.042,0.0806142034548944,1.0,0.042,1.0,0.676132521974307,0.5107252298263534,1.0,2
7.7,1193241848.8959675,14300375,78.64181453548905,78.64181453548905,0.511,0.3573222549183247,0.7527805864509606,0.511,0.022,0.0430528375733855,1.0,0.022,1.0,0.6715916722632639,0.5055611729019212,1.0,2
7.800000000000001,1169600676.3167768,14017048,79.06497481017439,79.06497481017439,0.509,0.3530271346480981,0.7522704339051464,0.509,0.018,0.0353634577603143,1.0,0.018,1.0,0.670690811535882,0.5045408678102926,1.0,2
7.9,1146348173.3026955,13738379,79.48117817443651,79.48117817443651,0.507,0.3487028882979215,0.7517623363544813,0.507,0.014,0.0276134122287968,1.0,0.014,1.0,0.6697923643670463,0.5035246727089627,1.0,2
8.0,1123613006.3349178,13465910,79.88812158923017,79.88812158923017,0.506,0.3465297289288908,0.7515090543259557,0.506,0.012,0.0237154150197628,1.0,0.012,1.0,0.6693440428380187,0.5030181086519114,1.0,2
8.1,1101405188.3691783,13199761,80.28562582972695,80.28562582972694,0.507,0.3487028882979215,0.7517623363544813,0.507,0.014,0.0276134122287968,1.0,0.014,1.0,0.6697923643670463,0.5035246727089627,1.0,2
8.200000000000001,1079745746.6125202,12940184,80.67331452378717,80.67331452378717,0.505,0.3443491506341269,0.7512562814070352,0.505,0.01,0.0198019801980198,1.0,0.01,1.0,0.6688963210702341,0.5025125628140703,1.0,2
8.3,1058457034.5419468,12685050,81.05436741857505,81.05436741857505,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.4,1037628250.9047968,12435428,81.42718791957746,81.42718791957746,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.5,1017227187.3601228,12190932,81.79235253332577,81.79235253332577,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.6,997397196.0575294,11953280,82.14729535769311,82.14729535769311,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.700000000000001,977959962.9436376,11720335,82.4952080881656,82.4952080881656,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.8,959032472.71795,11493499,82.83399678133118,82.83399678133118,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
8.9,940524108.131066,11271686,83.16528342188707,83.16528342188708,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
9.0,922412673.7977732,11054630,83.48946529153629,83.48946529153629,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
9.1,904845777.3738632,10844100,83.80390031759984,83.80390031759984,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
9.2,887552234.6415166,10636846,84.11344250584747,84.11344250584747,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
9.3,870639851.7574782,10434160,84.4161622022932,84.4161622022932,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
9.4,854197326.8213004,10237105,84.7104717736652,84.7104717736652,0.5,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,2
